,Unnamed: 0,id,label,chrom,start,end,Length,Hits,Hits per Kb,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,Hermes probability
588,622,CAGL0J10252g,1,ChrJ_C_glabrata_CBS138,1002474,1003464,991,3,3.03,47,9,6,179,0.085,871,0.879,102,61,70,0.1029,0.1017,0.1167,0.995
589,623,CAGL0M01056g,1,ChrM_C_glabrata_CBS138,116987,117719,733,5,6.82,26,9,4,98,0.348,576,0.7859999999999999,65,56,61,0.0887,0.0933,0.1017,0.965
590,624,CAGL0M09845g,1,ChrM_C_glabrata_CBS138,974974,977861,2888,0,0.0,0,2,21,261,0.0,2888,1.0,287,50,74,0.0994,0.0833,0.1233,1.0
591,625,CAGL0L04246g,1,ChrL_C_glabrata_CBS138,494295,499105,4811,12,2.49,546,11,11,149,0.084,3460,0.7190000000000001,467,52,67,0.0971,0.0867,0.1117,0.875
592,626,CAGL0J10802g,1,ChrJ_C_glabrata_CBS138,1055802,1055975,174,0,0.0,0,6,4,92,0.0,174,1.0,16,64,49,0.092,0.1067,0.0817,0.985
593,627,CAGL0C03135g,1,ChrC_C_glabrata_CBS138,306001,309942,3942,18,4.57,3334,17,6,227,0.10099999999999999,3123,0.792,408,44,68,0.1035,0.0733,0.1133,0.93
594,628,CAGL0G00418g,1,ChrG_C_glabrata_CBS138,40787,44147,3361,13,3.87,226,13,12,585,0.033,2938,0.8740000000000001,321,59,64,0.0955,0.0983,0.1067,0.955
595,629,CAGL0K09086g,1,ChrK_C_glabrata_CBS138,902948,904498,1551,0,0.0,0,5,3,165,0.0,1551,1.0,160,59,74,0.1032,0.0983,0.1233,0.99
596,630,CAGL0L10604g,1,ChrL_C_glabrata_CBS138,1134854,1135848,995,1,1.01,2,2,3,250,0.02,894,0.898,87,49,42,0.0874,0.0817,0.07,0.995
597,631,CAGL0J03476g,1,ChrJ_C_glabrata_CBS138,334477,336948,2472,34,13.75,810,3,4,249,0.276,898,0.363,203,60,45,0.0821,0.1,0.075,0.7
598,632,CAGL0M05731g,1,ChrM_C_glabrata_CBS138,609128,610653,1526,4,2.62,74,1,14,235,0.055999999999999994,1410,0.924,170,68,72,0.1114,0.1133,0.12,0.96
599,633,CAGL0M13893g,1,ChrM_C_glabrata_CBS138,1373685,1377554,3870,20,5.17,444,0,7,161,0.16,2045,0.528,420,58,54,0.1085,0.0967,0.09,0.885
600,634,CAGL0M13519g,1,ChrM_C_glabrata_CBS138,1330463,1334221,3759,46,12.24,2130,0,3,149,0.41100000000000003,1891,0.503,338,62,58,0.0899,0.1033,0.0967,0.85
601,635,CAGL0D05258g,1,ChrD_C_glabrata_CBS138,500675,504603,3929,2,0.51,38,3,10,539,0.005,3690,0.9390000000000001,363,63,54,0.0924,0.105,0.09,0.995
602,636,CAGL0J07744g,1,ChrJ_C_glabrata_CBS138,754822,757188,2367,0,0.0,0,1,0,102,0.0,2367,1.0,226,77,73,0.0955,0.1283,0.1217,1.0
603,637,CAGL0K05115g,1,ChrK_C_glabrata_CBS138,497699,500133,2435,32,13.14,1635,1,6,242,0.272,1275,0.524,247,47,65,0.1014,0.0783,0.1083,0.895
604,638,CAGL0J04378g,1,ChrJ_C_glabrata_CBS138,413326,415177,1852,3,1.62,158,7,7,214,0.038,1733,0.9359999999999999,196,54,53,0.1058,0.09,0.0883,0.99
605,639,CAGL0M01804g,1,ChrM_C_glabrata_CBS138,211243,216692,5450,42,7.71,2603,5,12,222,0.174,3127,0.574,420,67,27,0.0771,0.1117,0.045,0.855
606,640,CAGL0F05665g,1,ChrF_C_glabrata_CBS138,567322,569585,2264,6,2.65,537,0,30,150,0.08800000000000001,2157,0.953,223,62,53,0.0985,0.1033,0.0883,0.97
607,641,CAGL0M04235g,1,ChrM_C_glabrata_CBS138,464749,467513,2765,29,10.49,6283,14,4,198,0.265,2104,0.7609999999999999,273,33,54,0.0987,0.055,0.09,0.875
608,642,CAGL0L12188g,1,ChrL_C_glabrata_CBS138,1310358,1315362,5005,7,1.4,92,0,4,73,0.096,4678,0.935,464,43,53,0.0927,0.0717,0.0883,0.975
609,643,CAGL0M11594g,1,ChrM_C_glabrata_CBS138,1141215,1142654,1440,6,4.17,78,1,29,70,0.298,1299,0.902,134,52,68,0.0931,0.0867,0.1133,0.95
610,644,CAGL0L03872g,1,ChrL_C_glabrata_CBS138,446689,447880,1192,18,15.1,749,3,48,371,0.204,728,0.611,128,67,45,0.1074,0.1117,0.075,0.775
611,645,CAGL0J00935g,1,ChrJ_C_glabrata_CBS138,95424,96680,1257,2,1.59,65,0,2,219,0.036000000000000004,866,0.6890000000000001,92,51,35,0.0732,0.085,0.0583,0.905
612,646,CAGL0J02420g,1,ChrJ_C_glabrata_CBS138,234826,236067,1242,3,2.42,139,6,6,371,0.033,1095,0.882,119,74,57,0.0958,0.1233,0.095,0.99
613,647,CAGL0F07887g,1,ChrF_C_glabrata_CBS138,772247,775159,2913,12,4.12,503,7,3,122,0.16899999999999998,1897,0.6509999999999999,293,54,54,0.1006,0.09,0.09,0.89
614,648,CAGL0D02596g,1,ChrD_C_glabrata_CBS138,266273,269488,3216,42,13.06,1527,3,5,174,0.375,1117,0.34700000000000003,264,68,75,0.0821,0.1133,0.125,0.79
615,649,CAGL0G05874g,1,ChrG_C_glabrata_CBS138,566312,566861,550,0,0.0,0,0,3,225,0.0,550,1.0,47,55,66,0.0855,0.0917,0.11,0.995
616,650,CAGL0G04411g,1,ChrG_C_glabrata_CBS138,415759,421401,5643,3,0.53,39,20,12,260,0.01,2983,0.529,604,63,69,0.107,0.105,0.115,0.975
617,651,CAGL0C01903g,1,ChrC_C_glabrata_CBS138,199316,201968,2653,2,0.75,48,4,6,181,0.021,2324,0.8759999999999999,271,52,72,0.1021,0.0867,0.12,1.0
618,652,CAGL0F01925g,1,ChrF_C_glabrata_CBS138,188323,190784,2462,11,4.47,76,19,22,434,0.051,985,0.4,209,63,46,0.0849,0.105,0.0767,0.775
619,654,CAGL0E04334g,1,ChrE_C_glabrata_CBS138,414203,417387,3185,24,7.54,756,0,42,475,0.079,1769,0.555,269,53,43,0.0845,0.0883,0.0717,0.915
620,655,CAGL0D04884g,1,ChrD_C_glabrata_CBS138,475565,477403,1839,0,0.0,0,2,27,227,0.0,1839,1.0,180,58,84,0.0979,0.0967,0.14,0.945
621,656,CAGL0F01705g,1,ChrF_C_glabrata_CBS138,168716,170927,2212,6,2.71,606,3,23,469,0.028999999999999998,1979,0.895,206,68,54,0.0931,0.1133,0.09,0.99
622,657,CAGL0F03861g,1,ChrF_C_glabrata_CBS138,372890,375547,2658,17,6.4,1154,4,19,133,0.24,1615,0.608,248,63,49,0.0933,0.105,0.0817,0.875
623,658,CAGL0K12694g,1,ChrK_C_glabrata_CBS138,1258451,1260457,2007,1,0.5,4,17,6,310,0.008,1944,0.9690000000000001,166,43,79,0.0827,0.0717,0.1317,0.975
624,659,CAGL0I08701g,1,ChrI_C_glabrata_CBS138,848014,849142,1129,10,8.86,393,43,24,763,0.057999999999999996,916,0.8109999999999999,108,43,46,0.0957,0.0717,0.0767,0.98
625,660,CAGL0J04444g,1,ChrJ_C_glabrata_CBS138,420077,422935,2859,2,0.7,11,6,10,203,0.017,1532,0.536,267,71,76,0.0934,0.1183,0.1267,0.925
626,661,CAGL0I04752g,1,ChrI_C_glabrata_CBS138,425244,428638,3395,8,2.36,61,19,12,209,0.055999999999999994,1592,0.469,349,63,47,0.1028,0.105,0.0783,0.79
627,662,CAGL0K00759g,1,ChrK_C_glabrata_CBS138,82908,84547,1640,3,1.83,56,8,19,351,0.026000000000000002,1493,0.91,158,67,46,0.0963,0.1117,0.0767,0.99
628,663,CAGL0L01397g,1,ChrL_C_glabrata_CBS138,154527,157703,3177,2,0.63,9,14,14,140,0.022000000000000002,2927,0.9209999999999999,275,52,59,0.0866,0.0867,0.0983,1.0
629,664,CAGL0F08569g,1,ChrF_C_glabrata_CBS138,853489,854892,1404,5,3.56,348,0,6,186,0.096,406,0.289,106,55,69,0.0755,0.0917,0.115,0.655
630,665,CAGL0F07249g,1,ChrF_C_glabrata_CBS138,705261,708296,3036,10,3.29,342,9,0,131,0.126,983,0.324,233,57,65,0.0767,0.095,0.1083,0.67
631,666,CAGL0I03828g,1,ChrI_C_glabrata_CBS138,328636,334963,6328,2,0.32,7,0,14,174,0.009000000000000001,3949,0.624,604,71,56,0.0954,0.1183,0.0933,0.985
632,667,CAGL0K09548g,1,ChrK_C_glabrata_CBS138,940664,942910,2247,8,3.56,142,0,3,140,0.127,1810,0.8059999999999999,226,47,49,0.1006,0.0783,0.0817,0.95
633,668,CAGL0F07139g,1,ChrF_C_glabrata_CBS138,698227,700844,2618,2,0.76,56,11,2,199,0.019,2523,0.9640000000000001,243,48,48,0.0928,0.08,0.08,0.99
634,669,CAGL0L11924g,1,ChrL_C_glabrata_CBS138,1279613,1282230,2618,0,0.0,0,13,0,76,0.0,2618,1.0,271,63,66,0.1035,0.105,0.11,1.0
635,670,CAGL0H05533g,1,ChrH_C_glabrata_CBS138,537936,543856,5921,0,0.0,0,0,6,220,0.0,5921,1.0,599,58,66,0.1012,0.0967,0.11,1.0
636,671,CAGL0I03762g,1,ChrI_C_glabrata_CBS138,323297,325371,2075,3,1.45,11,5,5,61,0.11900000000000001,1766,0.851,169,49,56,0.0814,0.0817,0.0933,0.975
637,672,CAGL0M00264g,1,ChrM_C_glabrata_CBS138,31958,33227,1270,2,1.57,96,6,2,263,0.03,1112,0.8759999999999999,131,73,56,0.1031,0.1217,0.0933,0.995
638,673,CAGL0G00748g,1,ChrG_C_glabrata_CBS138,69615,70638,1024,4,3.91,68,3,26,655,0.03,813,0.794,97,54,67,0.0947,0.09,0.1117,0.995
639,674,CAGL0L10120g,1,ChrL_C_glabrata_CBS138,1089123,1092363,3241,11,3.39,458,16,11,376,0.045,1182,0.365,281,59,80,0.0867,0.0983,0.1333,0.79
640,675,CAGL0L02849g,1,ChrL_C_glabrata_CBS138,333196,337891,4696,86,18.31,7815,22,3,317,0.289,3666,0.7809999999999999,472,43,60,0.1005,0.0717,0.1,0.925
641,676,CAGL0E05720g,1,ChrE_C_glabrata_CBS138,569162,570557,1396,7,5.01,59,2,0,362,0.069,1258,0.9009999999999999,132,62,70,0.0946,0.1033,0.1167,0.985
642,677,CAGL0K09284g,1,ChrK_C_glabrata_CBS138,915625,918682,3058,5,1.64,539,6,2,258,0.032,2845,0.93,299,64,70,0.0978,0.1067,0.1167,0.99
643,678,CAGL0C03630g,1,ChrC_C_glabrata_CBS138,362456,364747,2292,18,7.85,300,7,6,508,0.077,1282,0.5589999999999999,213,38,54,0.0929,0.0633,0.09,0.8
644,679,CAGL0I05918g,1,ChrI_C_glabrata_CBS138,562884,564033,1150,3,2.61,26,3,16,349,0.037000000000000005,750,0.652,101,71,48,0.0878,0.1183,0.08,0.925
645,680,CAGL0G04521g,1,ChrG_C_glabrata_CBS138,432177,432860,684,0,0.0,0,4,5,192,0.0,684,1.0,70,74,58,0.1023,0.1233,0.0967,1.0
646,681,CAGL0J00671g,1,ChrJ_C_glabrata_CBS138,58802,61681,2880,11,3.82,383,0,2,254,0.075,2124,0.738,261,38,63,0.0906,0.0633,0.105,0.89
647,682,CAGL0L02871g,1,ChrL_C_glabrata_CBS138,337448,340097,2650,7,2.64,137,0,10,290,0.046,2133,0.805,273,47,69,0.10300000000000001,0.0783,0.115,0.975
648,683,CAGL0L07238g,1,ChrL_C_glabrata_CBS138,805217,806594,1378,1,0.73,1,6,3,108,0.034,1268,0.92,123,38,70,0.0893,0.0633,0.1167,0.99
649,684,CAGL0H02849g,1,ChrH_C_glabrata_CBS138,262878,264109,1232,4,3.25,95,0,3,63,0.258,892,0.7240000000000001,121,67,63,0.0982,0.1117,0.105,0.885
650,685,CAGL0J10934g,1,ChrJ_C_glabrata_CBS138,1064725,1067237,2513,3,1.19,11,1,18,146,0.040999999999999995,1244,0.495,289,53,70,0.115,0.0883,0.1167,0.83
651,686,CAGL0L04136g,1,ChrL_C_glabrata_CBS138,484614,487633,3020,8,2.65,619,1,8,133,0.1,2874,0.9520000000000001,349,60,67,0.1156,0.1,0.1117,0.91
652,687,CAGL0J11638g,1,ChrJ_C_glabrata_CBS138,1130340,1135221,4882,54,11.06,2140,6,1,203,0.272,2362,0.484,487,60,58,0.0998,0.1,0.0967,0.83
653,688,CAGL0E02343g,1,ChrE_C_glabrata_CBS138,225212,226646,1435,5,3.48,30,23,1,986,0.018000000000000002,1181,0.823,138,67,59,0.0962,0.1117,0.0983,1.0
654,689,CAGL0J07810g,1,ChrJ_C_glabrata_CBS138,763918,765978,2061,1,0.49,16,7,17,93,0.026000000000000002,1983,0.9620000000000001,190,68,66,0.0922,0.1133,0.11,1.0
655,690,CAGL0F04323g,1,ChrF_C_glabrata_CBS138,430787,432888,2102,0,0.0,0,7,5,168,0.0,2102,1.0,201,64,41,0.0956,0.1067,0.0683,1.0
656,691,CAGL0C02585g,1,ChrC_C_glabrata_CBS138,263217,265609,2393,1,0.42,2,22,11,277,0.008,2380,0.995,217,72,76,0.0907,0.12,0.1267,1.0
657,692,CAGL0D02816g,1,ChrD_C_glabrata_CBS138,294367,296361,1995,0,0.0,0,4,1,131,0.0,1995,1.0,212,71,68,0.1063,0.1183,0.1133,1.0
658,693,CAGL0D01914g,1,ChrD_C_glabrata_CBS138,200837,202053,1217,0,0.0,0,7,4,190,0.0,1217,1.0,111,58,66,0.0912,0.0967,0.11,1.0
659,694,CAGL0E00781g,1,ChrE_C_glabrata_CBS138,69598,71947,2350,1,0.43,2,0,26,182,0.012,2293,0.976,200,65,50,0.0851,0.1083,0.0833,1.0
660,695,CAGL0B03795g,1,ChrB_C_glabrata_CBS138,376217,377539,1323,6,4.54,129,4,31,840,0.027000000000000003,1026,0.7759999999999999,138,57,64,0.1043,0.095,0.1067,0.98
661,696,CAGL0G07535g,1,ChrG_C_glabrata_CBS138,714331,715224,894,3,3.36,34,2,0,160,0.105,827,0.925,78,47,56,0.0872,0.0783,0.0933,0.995
662,697,CAGL0B01232g,1,ChrB_C_glabrata_CBS138,112146,113560,1415,0,0.0,0,8,1,148,0.0,1415,1.0,118,50,59,0.0834,0.0833,0.0983,1.0
663,698,CAGL0J09636g,1,ChrJ_C_glabrata_CBS138,946294,948056,1763,2,1.13,86,5,6,115,0.049,1566,0.888,130,46,67,0.0737,0.0767,0.1117,0.955
664,699,CAGL0L01441g,1,ChrL_C_glabrata_CBS138,161715,163948,2234,1,0.45,141,0,2,92,0.024,1733,0.7759999999999999,227,52,77,0.1016,0.0867,0.1283,0.985
665,700,CAGL0K01815g,1,ChrK_C_glabrata_CBS138,162855,165252,2398,9,3.75,99,2,0,304,0.062,1535,0.64,192,46,38,0.0801,0.0767,0.0633,0.825
666,701,CAGL0L00319g,1,ChrL_C_glabrata_CBS138,36678,37887,1210,2,1.65,32,1,8,91,0.091,812,0.6709999999999999,138,61,64,0.114,0.1017,0.1067,0.865
667,702,CAGL0L09823g,1,ChrL_C_glabrata_CBS138,1052180,1054961,2782,6,2.16,536,11,1,358,0.03,2368,0.851,215,47,59,0.0773,0.0783,0.0983,0.985
668,703,CAGL0A03652g,1,ChrA_C_glabrata_CBS138,373070,375457,2388,0,0.0,0,6,4,168,0.0,2388,1.0,214,61,41,0.0896,0.1017,0.0683,1.0
669,705,CAGL0A02090g,1,ChrA_C_glabrata_CBS138,218450,221336,2887,7,2.42,184,21,0,261,0.046,2562,0.887,265,69,51,0.0918,0.115,0.085,0.94
670,706,CAGL0K07964g,1,ChrK_C_glabrata_CBS138,790372,793563,3192,9,2.82,253,15,0,132,0.107,1158,0.363,300,53,47,0.094,0.0883,0.0783,0.83
671,707,CAGL0L03432g,1,ChrL_C_glabrata_CBS138,391917,393552,1636,3,1.83,18,12,4,189,0.049,1516,0.927,181,57,64,0.1106,0.095,0.1067,0.97
672,708,CAGL0L04312g,1,ChrL_C_glabrata_CBS138,504015,505959,1945,20,10.28,591,7,6,153,0.336,1146,0.589,178,55,40,0.0915,0.0917,0.0667,0.83
673,709,CAGL0K11088g,1,ChrK_C_glabrata_CBS138,1078085,1082314,4230,6,1.42,86,5,2,137,0.052000000000000005,3163,0.748,408,41,51,0.0965,0.0683,0.085,0.9
674,711,CAGL0G09801g,1,ChrG_C_glabrata_CBS138,937025,939417,2393,1,0.42,1,39,1,160,0.013000000000000001,2376,0.993,219,56,51,0.0915,0.0933,0.085,1.0
675,712,CAGL0H06985g,1,ChrH_C_glabrata_CBS138,691706,694548,2843,4,1.41,32,11,2,184,0.038,2076,0.73,279,59,50,0.0981,0.0983,0.0833,0.97
676,713,CAGL0F06479g,1,ChrF_C_glabrata_CBS138,638623,640888,2266,2,0.88,53,2,5,193,0.023,2215,0.977,260,68,68,0.1147,0.1133,0.1133,0.985
677,714,CAGL0H09658g,1,ChrH_C_glabrata_CBS138,943088,943465,378,0,0.0,0,20,28,601,0.0,378,1.0,41,58,67,0.1085,0.0967,0.1117,0.975
678,715,CAGL0D02838g,1,ChrD_C_glabrata_CBS138,296281,299027,2747,1,0.36,58,0,5,159,0.011000000000000001,2609,0.95,257,66,77,0.0936,0.11,0.1283,1.0
679,716,CAGL0L08272g,1,ChrL_C_glabrata_CBS138,913203,914990,1788,0,0.0,0,0,28,165,0.0,1788,1.0,173,48,59,0.0968,0.08,0.0983,1.0
680,717,CAGL0L07040g,1,ChrL_C_glabrata_CBS138,787937,788956,1020,4,3.92,167,9,3,189,0.10400000000000001,952,0.9329999999999999,97,63,56,0.0951,0.105,0.0933,0.965
681,718,CAGL0M05159g,1,ChrM_C_glabrata_CBS138,556304,557733,1430,0,0.0,0,6,14,141,0.0,1430,1.0,124,54,40,0.0867,0.09,0.0667,1.0
682,719,CAGL0F07073g,1,ChrF_C_glabrata_CBS138,693207,695463,2257,29,12.85,981,3,4,238,0.27,1223,0.542,231,63,53,0.1023,0.105,0.0883,0.89
683,720,CAGL0M07095g,1,ChrM_C_glabrata_CBS138,720553,722070,1518,1,0.66,1,7,1,120,0.027000000000000003,1458,0.96,132,37,62,0.087,0.0617,0.1033,1.0
684,721,CAGL0E05874g,1,ChrE_C_glabrata_CBS138,580567,584921,4355,5,1.15,63,8,0,230,0.025,3112,0.715,419,60,66,0.0962,0.1,0.11,0.99
685,722,CAGL0M04279g,1,ChrM_C_glabrata_CBS138,469003,471918,2916,0,0.0,0,1,3,159,0.0,2916,1.0,290,63,66,0.0995,0.105,0.11,1.0
686,723,CAGL0L01991g,1,ChrL_C_glabrata_CBS138,231723,237198,5476,6,1.1,74,5,0,234,0.023,3423,0.625,581,75,64,0.1061,0.125,0.1067,0.92
687,724,CAGL0L02277g,1,ChrL_C_glabrata_CBS138,262998,265315,2318,2,0.86,22,0,15,197,0.022000000000000002,1639,0.7070000000000001,218,70,40,0.094,0.1167,0.0667,0.98
688,725,CAGL0F03993g,1,ChrF_C_glabrata_CBS138,390811,392557,1747,5,2.86,290,13,4,176,0.081,1494,0.855,165,69,54,0.0944,0.115,0.09,0.975
689,726,CAGL0M04081g,1,ChrM_C_glabrata_CBS138,450403,452167,1765,0,0.0,0,0,5,127,0.0,1765,1.0,177,58,69,0.1003,0.0967,0.115,1.0
690,727,CAGL0K12342g,1,ChrK_C_glabrata_CBS138,1204541,1207693,3153,30,9.51,1543,10,0,197,0.24100000000000002,1391,0.441,250,65,50,0.0793,0.1083,0.0833,0.775
691,728,CAGL0G03003g,1,ChrG_C_glabrata_CBS138,275996,280093,4098,5,1.22,179,39,5,282,0.022000000000000002,3044,0.743,423,49,62,0.1032,0.0817,0.1033,0.98
692,729,CAGL0D00880g,1,ChrD_C_glabrata_CBS138,102670,106667,3998,6,1.5,150,0,6,247,0.03,2660,0.665,385,68,39,0.0963,0.1133,0.065,0.905
693,730,CAGL0A04037g,1,ChrA_C_glabrata_CBS138,403801,405917,2117,10,4.72,357,4,1,248,0.095,1914,0.904,125,38,32,0.059000000000000004,0.0633,0.0533,0.89
694,732,CAGL0I08283g,1,ChrI_C_glabrata_CBS138,806353,807332,980,1,1.02,5,16,92,553,0.009000000000000001,911,0.93,80,78,46,0.0816,0.13,0.0767,1.0
695,733,CAGL0E05896g,1,ChrE_C_glabrata_CBS138,584305,585570,1266,5,3.95,64,0,4,232,0.085,1107,0.8740000000000001,142,60,57,0.1122,0.1,0.095,0.955
696,734,CAGL0M01408g,1,ChrM_C_glabrata_CBS138,159081,162919,3839,3,0.78,23,1,5,226,0.017,3042,0.792,386,59,65,0.1005,0.0983,0.1083,1.0
697,735,CAGL0I02288g,1,ChrI_C_glabrata_CBS138,203506,205707,2202,4,1.82,176,0,4,65,0.14,2108,0.9570000000000001,223,63,57,0.1013,0.105,0.095,0.985
698,736,CAGL0J11286g,1,ChrJ_C_glabrata_CBS138,1097795,1099586,1792,5,2.79,144,6,18,211,0.066,1680,0.938,152,59,36,0.0848,0.0983,0.06,0.935
699,737,CAGL0H01881g,1,ChrH_C_glabrata_CBS138,179425,180318,894,6,6.71,63,7,5,187,0.179,833,0.932,51,30,37,0.057,0.05,0.0617,0.9
700,738,CAGL0K06281g,1,ChrK_C_glabrata_CBS138,609698,610463,766,0,0.0,0,38,23,175,0.0,766,1.0,63,53,69,0.0822,0.0883,0.115,1.0
701,739,CAGL0M05335g,1,ChrM_C_glabrata_CBS138,568884,571743,2860,2,0.7,38,2,3,153,0.023,1508,0.527,246,60,46,0.086,0.1,0.0767,0.915
702,740,CAGL0K12606g,1,ChrK_C_glabrata_CBS138,1244631,1246926,2296,20,8.71,355,4,3,246,0.177,1277,0.556,251,54,56,0.1093,0.09,0.0933,0.92
703,741,CAGL0L04356g,1,ChrL_C_glabrata_CBS138,507281,512362,5082,10,1.97,429,5,12,225,0.044000000000000004,3310,0.6509999999999999,503,65,61,0.099,0.1083,0.1017,0.82
704,742,CAGL0M05863g,1,ChrM_C_glabrata_CBS138,617882,620493,2612,31,11.87,1221,8,0,247,0.24,1058,0.405,234,64,62,0.0896,0.1067,0.1033,0.68
705,743,CAGL0K00605g,1,ChrK_C_glabrata_CBS138,69057,70711,1655,0,0.0,0,11,9,322,0.0,1655,1.0,139,32,66,0.084,0.0533,0.11,1.0
706,744,CAGL0J10758g,1,ChrJ_C_glabrata_CBS138,1049355,1051574,2220,0,0.0,0,1,8,121,0.0,2220,1.0,211,61,67,0.095,0.1017,0.1117,1.0
707,745,CAGL0I09790g,1,ChrI_C_glabrata_CBS138,934876,936763,1888,2,1.06,68,11,7,427,0.012,1468,0.778,156,69,74,0.0826,0.115,0.1233,0.99
708,746,CAGL0G08822g,1,ChrG_C_glabrata_CBS138,838955,846682,7728,4,0.52,48,16,0,159,0.016,7236,0.9359999999999999,788,60,66,0.102,0.1,0.11,0.995
709,747,CAGL0J03344g,1,ChrJ_C_glabrata_CBS138,324800,326517,1718,0,0.0,0,8,5,258,0.0,1718,1.0,156,63,53,0.0908,0.105,0.0883,1.0
710,748,CAGL0G08756g,1,ChrG_C_glabrata_CBS138,829591,834459,4869,8,1.64,301,12,2,232,0.035,3827,0.7859999999999999,484,56,47,0.0994,0.0933,0.0783,0.955
711,749,CAGL0D05940g,1,ChrD_C_glabrata_CBS138,565516,567930,2415,45,18.63,4969,59,19,685,0.136,1504,0.623,166,23,52,0.0687,0.0383,0.0867,0.785
712,750,CAGL0I09900g,1,ChrI_C_glabrata_CBS138,946853,947702,850,1,1.18,16,25,11,415,0.013999999999999999,709,0.8340000000000001,95,87,60,0.1118,0.145,0.1,0.985
713,751,CAGL0D03564g,1,ChrD_C_glabrata_CBS138,361195,362417,1223,2,1.64,138,17,4,182,0.045,1052,0.86,122,57,63,0.0998,0.095,0.105,0.985
714,752,CAGL0I01496g,1,ChrI_C_glabrata_CBS138,120087,122698,2612,9,3.45,234,16,9,269,0.064,1015,0.389,206,39,47,0.0789,0.065,0.0783,0.71
715,753,CAGL0B03487g,1,ChrB_C_glabrata_CBS138,345154,348570,3417,8,2.34,751,21,17,561,0.021,3125,0.915,248,69,53,0.0726,0.115,0.0883,0.91
716,754,CAGL0K08888g,1,ChrK_C_glabrata_CBS138,890238,892741,2504,10,3.99,584,0,0,254,0.079,923,0.369,236,59,47,0.0942,0.0983,0.0783,0.74
717,755,CAGL0L09801g,1,ChrL_C_glabrata_CBS138,1050340,1051940,1601,7,4.37,567,5,9,308,0.071,1012,0.632,122,47,44,0.0762,0.0783,0.0733,0.815
718,756,CAGL0L00781g,1,ChrL_C_glabrata_CBS138,97447,99569,2123,1,0.47,23,28,21,276,0.009000000000000001,2113,0.995,166,44,49,0.0782,0.0733,0.0817,1.0
719,757,CAGL0F01595g,1,ChrF_C_glabrata_CBS138,162452,163973,1522,11,7.23,218,5,6,383,0.094,915,0.601,149,69,52,0.0979,0.115,0.0867,0.73
720,758,CAGL0I03234g,1,ChrI_C_glabrata_CBS138,278752,279427,676,1,1.48,1,2,5,145,0.051,584,0.8640000000000001,70,58,45,0.1036,0.0967,0.075,1.0
721,759,CAGL0I05434g,1,ChrI_C_glabrata_CBS138,515820,517318,1499,5,3.34,30,0,0,323,0.052000000000000005,1121,0.748,158,66,43,0.1054,0.11,0.0717,0.935
722,760,CAGL0I07579g,1,ChrI_C_glabrata_CBS138,730815,732383,1569,5,3.19,69,5,15,323,0.049,1413,0.9009999999999999,151,71,67,0.0962,0.1183,0.1117,0.99
723,761,CAGL0J04928g,1,ChrJ_C_glabrata_CBS138,468738,472089,3352,0,0.0,0,9,10,199,0.0,3352,1.0,301,87,64,0.0898,0.145,0.1067,1.0
724,762,CAGL0K12848g,1,ChrK_C_glabrata_CBS138,1272571,1273593,1023,1,0.98,44,33,8,235,0.021,1004,0.981,101,59,64,0.0987,0.0983,0.1067,0.99
725,763,CAGL0F07843g,1,ChrF_C_glabrata_CBS138,765696,768319,2624,4,1.52,26,0,3,106,0.07200000000000001,2280,0.8690000000000001,285,69,61,0.1086,0.115,0.1017,0.96
726,764,CAGL0L02057g,1,ChrL_C_glabrata_CBS138,243397,245035,1639,3,1.83,62,19,7,259,0.035,746,0.455,151,56,64,0.0921,0.0933,0.1067,0.755
727,765,CAGL0G01672g,1,ChrG_C_glabrata_CBS138,152758,154449,1692,7,4.14,47,14,0,283,0.073,1488,0.879,159,58,61,0.094,0.0967,0.1017,0.975
728,766,CAGL0H01419g,1,ChrH_C_glabrata_CBS138,138807,140786,1980,1,0.51,64,27,0,214,0.012,1941,0.98,201,50,63,0.1015,0.0833,0.105,1.0
729,767,CAGL0G02805g,1,ChrG_C_glabrata_CBS138,258347,259359,1013,0,0.0,0,7,11,349,0.0,1013,1.0,101,75,72,0.0997,0.125,0.12,1.0
730,768,CAGL0L04532g,1,ChrL_C_glabrata_CBS138,522992,526834,3843,26,6.77,915,8,4,329,0.10300000000000001,2571,0.669,335,40,61,0.0872,0.0667,0.1017,0.875
731,769,CAGL0K07854g,1,ChrK_C_glabrata_CBS138,782194,782877,684,5,7.31,40,4,7,115,0.318,574,0.8390000000000001,60,57,57,0.0877,0.095,0.095,0.96
732,770,CAGL0K04477g,1,ChrK_C_glabrata_CBS138,424507,425812,1306,3,2.3,21,19,6,246,0.047,972,0.7440000000000001,101,50,52,0.0773,0.0833,0.0867,0.92
733,771,CAGL0K05357g,1,ChrK_C_glabrata_CBS138,525546,527505,1960,10,5.1,484,6,5,211,0.121,1330,0.679,173,42,62,0.0883,0.07,0.1033,0.855
734,772,CAGL0L02365g,1,ChrL_C_glabrata_CBS138,271153,273265,2113,17,8.05,416,2,6,200,0.201,905,0.428,207,56,66,0.098,0.0933,0.11,0.65
