,"id","label","chrom","start","end","Length","Hits","Hits per Kb","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp"
667,"CAGL0K09548g",1,"ChrK_C_glabrata_CBS138",940664,942910,2247,8,3.56,142,0,3,140,0.127,1810,0.806,226,47,49,0.1006,0.0783,0.0817
668,"CAGL0F07139g",1,"ChrF_C_glabrata_CBS138",698227,700844,2618,2,0.76,56,11,2,199,0.019,2523,0.964,243,48,48,0.0928,0.08,0.08
669,"CAGL0L11924g",1,"ChrL_C_glabrata_CBS138",1279613,1282230,2618,0,0.00,0,13,0,76,0,2618,1,271,63,66,0.1035,0.105,0.11
670,"CAGL0H05533g",1,"ChrH_C_glabrata_CBS138",537936,543856,5921,0,0.00,0,0,6,220,0,5921,1,599,58,66,0.1012,0.0967,0.11
671,"CAGL0I03762g",1,"ChrI_C_glabrata_CBS138",323297,325371,2075,3,1.45,11,5,5,61,0.119,1766,0.851,169,49,56,0.0814,0.0817,0.0933
672,"CAGL0M00264g",1,"ChrM_C_glabrata_CBS138",31958,33227,1270,2,1.57,96,6,2,263,0.03,1112,0.876,131,73,56,0.1031,0.1217,0.0933
673,"CAGL0G00748g",1,"ChrG_C_glabrata_CBS138",69615,70638,1024,4,3.91,68,3,26,655,0.03,813,0.794,97,54,67,0.0947,0.09,0.1117
674,"CAGL0L10120g",1,"ChrL_C_glabrata_CBS138",1089123,1092363,3241,11,3.39,458,16,11,376,0.045,1182,0.365,281,59,80,0.0867,0.0983,0.1333
675,"CAGL0L02849g",1,"ChrL_C_glabrata_CBS138",333196,337891,4696,86,18.31,7815,22,3,317,0.289,3666,0.781,472,43,60,0.1005,0.0717,0.1
676,"CAGL0E05720g",1,"ChrE_C_glabrata_CBS138",569162,570557,1396,7,5.01,59,2,0,362,0.069,1258,0.901,132,62,70,0.0946,0.1033,0.1167
677,"CAGL0K09284g",1,"ChrK_C_glabrata_CBS138",915625,918682,3058,5,1.64,539,6,2,258,0.032,2845,0.93,299,64,70,0.0978,0.1067,0.1167
678,"CAGL0C03630g",1,"ChrC_C_glabrata_CBS138",362456,364747,2292,18,7.85,300,7,6,508,0.077,1282,0.559,213,38,54,0.0929,0.0633,0.09
679,"CAGL0I05918g",1,"ChrI_C_glabrata_CBS138",562884,564033,1150,3,2.61,26,3,16,349,0.037,750,0.652,101,71,48,0.0878,0.1183,0.08
680,"CAGL0G04521g",1,"ChrG_C_glabrata_CBS138",432177,432860,684,0,0.00,0,4,5,192,0,684,1,70,74,58,0.1023,0.1233,0.0967
681,"CAGL0J00671g",1,"ChrJ_C_glabrata_CBS138",58802,61681,2880,11,3.82,383,0,2,254,0.075,2124,0.738,261,38,63,0.0906,0.0633,0.105
682,"CAGL0L02871g",1,"ChrL_C_glabrata_CBS138",337448,340097,2650,7,2.64,137,0,10,290,0.046,2133,0.805,273,47,69,0.103,0.0783,0.115
683,"CAGL0L07238g",1,"ChrL_C_glabrata_CBS138",805217,806594,1378,1,0.73,1,6,3,108,0.034,1268,0.92,123,38,70,0.0893,0.0633,0.1167
684,"CAGL0H02849g",1,"ChrH_C_glabrata_CBS138",262878,264109,1232,4,3.25,95,0,3,63,0.258,892,0.724,121,67,63,0.0982,0.1117,0.105
685,"CAGL0J10934g",1,"ChrJ_C_glabrata_CBS138",1064725,1067237,2513,3,1.19,11,1,18,146,0.041,1244,0.495,289,53,70,0.115,0.0883,0.1167
686,"CAGL0L04136g",1,"ChrL_C_glabrata_CBS138",484614,487633,3020,8,2.65,619,1,8,133,0.1,2874,0.952,349,60,67,0.1156,0.1,0.1117
687,"CAGL0J11638g",1,"ChrJ_C_glabrata_CBS138",1130340,1135221,4882,54,11.06,2140,6,1,203,0.272,2362,0.484,487,60,58,0.0998,0.1,0.0967
688,"CAGL0E02343g",1,"ChrE_C_glabrata_CBS138",225212,226646,1435,5,3.48,30,23,1,986,0.018,1181,0.823,138,67,59,0.0962,0.1117,0.0983
689,"CAGL0J07810g",1,"ChrJ_C_glabrata_CBS138",763918,765978,2061,1,0.49,16,7,17,93,0.026,1983,0.962,190,68,66,0.0922,0.1133,0.11
690,"CAGL0F04323g",1,"ChrF_C_glabrata_CBS138",430787,432888,2102,0,0.00,0,7,5,168,0,2102,1,201,64,41,0.0956,0.1067,0.0683
691,"CAGL0C02585g",1,"ChrC_C_glabrata_CBS138",263217,265609,2393,1,0.42,2,22,11,277,0.008,2380,0.995,217,72,76,0.0907,0.12,0.1267
692,"CAGL0D02816g",1,"ChrD_C_glabrata_CBS138",294367,296361,1995,0,0.00,0,4,1,131,0,1995,1,212,71,68,0.1063,0.1183,0.1133
693,"CAGL0D01914g",1,"ChrD_C_glabrata_CBS138",200837,202053,1217,0,0.00,0,7,4,190,0,1217,1,111,58,66,0.0912,0.0967,0.11
694,"CAGL0E00781g",1,"ChrE_C_glabrata_CBS138",69598,71947,2350,1,0.43,2,0,26,182,0.012,2293,0.976,200,65,50,0.0851,0.1083,0.0833
695,"CAGL0B03795g",1,"ChrB_C_glabrata_CBS138",376217,377539,1323,6,4.54,129,4,31,840,0.027,1026,0.776,138,57,64,0.1043,0.095,0.1067
696,"CAGL0G07535g",1,"ChrG_C_glabrata_CBS138",714331,715224,894,3,3.36,34,2,0,160,0.105,827,0.925,78,47,56,0.0872,0.0783,0.0933
697,"CAGL0B01232g",1,"ChrB_C_glabrata_CBS138",112146,113560,1415,0,0.00,0,8,1,148,0,1415,1,118,50,59,0.0834,0.0833,0.0983
698,"CAGL0J09636g",1,"ChrJ_C_glabrata_CBS138",946294,948056,1763,2,1.13,86,5,6,115,0.049,1566,0.888,130,46,67,0.0737,0.0767,0.1117
699,"CAGL0L01441g",1,"ChrL_C_glabrata_CBS138",161715,163948,2234,1,0.45,141,0,2,92,0.024,1733,0.776,227,52,77,0.1016,0.0867,0.1283
700,"CAGL0K01815g",1,"ChrK_C_glabrata_CBS138",162855,165252,2398,9,3.75,99,2,0,304,0.062,1535,0.64,192,46,38,0.0801,0.0767,0.0633
701,"CAGL0L00319g",1,"ChrL_C_glabrata_CBS138",36678,37887,1210,2,1.65,32,1,8,91,0.091,812,0.671,138,61,64,0.114,0.1017,0.1067
702,"CAGL0L09823g",1,"ChrL_C_glabrata_CBS138",1052180,1054961,2782,6,2.16,536,11,1,358,0.03,2368,0.851,215,47,59,0.0773,0.0783,0.0983
703,"CAGL0A03652g",1,"ChrA_C_glabrata_CBS138",373070,375457,2388,0,0.00,0,6,4,168,0,2388,1,214,61,41,0.0896,0.1017,0.0683
705,"CAGL0A02090g",1,"ChrA_C_glabrata_CBS138",218450,221336,2887,7,2.42,184,21,0,261,0.046,2562,0.887,265,69,51,0.0918,0.115,0.085
706,"CAGL0K07964g",1,"ChrK_C_glabrata_CBS138",790372,793563,3192,9,2.82,253,15,0,132,0.107,1158,0.363,300,53,47,0.094,0.0883,0.0783
707,"CAGL0L03432g",1,"ChrL_C_glabrata_CBS138",391917,393552,1636,3,1.83,18,12,4,189,0.049,1516,0.927,181,57,64,0.1106,0.095,0.1067
708,"CAGL0L04312g",1,"ChrL_C_glabrata_CBS138",504015,505959,1945,20,10.28,591,7,6,153,0.336,1146,0.589,178,55,40,0.0915,0.0917,0.0667
709,"CAGL0K11088g",1,"ChrK_C_glabrata_CBS138",1078085,1082314,4230,6,1.42,86,5,2,137,0.052,3163,0.748,408,41,51,0.0965,0.0683,0.085
711,"CAGL0G09801g",1,"ChrG_C_glabrata_CBS138",937025,939417,2393,1,0.42,1,39,1,160,0.013,2376,0.993,219,56,51,0.0915,0.0933,0.085
712,"CAGL0H06985g",1,"ChrH_C_glabrata_CBS138",691706,694548,2843,4,1.41,32,11,2,184,0.038,2076,0.73,279,59,50,0.0981,0.0983,0.0833
713,"CAGL0F06479g",1,"ChrF_C_glabrata_CBS138",638623,640888,2266,2,0.88,53,2,5,193,0.023,2215,0.977,260,68,68,0.1147,0.1133,0.1133
714,"CAGL0H09658g",1,"ChrH_C_glabrata_CBS138",943088,943465,378,0,0.00,0,20,28,601,0,378,1,41,58,67,0.1085,0.0967,0.1117
715,"CAGL0D02838g",1,"ChrD_C_glabrata_CBS138",296281,299027,2747,1,0.36,58,0,5,159,0.011,2609,0.95,257,66,77,0.0936,0.11,0.1283
716,"CAGL0L08272g",1,"ChrL_C_glabrata_CBS138",913203,914990,1788,0,0.00,0,0,28,165,0,1788,1,173,48,59,0.0968,0.08,0.0983
717,"CAGL0L07040g",1,"ChrL_C_glabrata_CBS138",787937,788956,1020,4,3.92,167,9,3,189,0.104,952,0.933,97,63,56,0.0951,0.105,0.0933
718,"CAGL0M05159g",1,"ChrM_C_glabrata_CBS138",556304,557733,1430,0,0.00,0,6,14,141,0,1430,1,124,54,40,0.0867,0.09,0.0667
719,"CAGL0F07073g",1,"ChrF_C_glabrata_CBS138",693207,695463,2257,29,12.85,981,3,4,238,0.27,1223,0.542,231,63,53,0.1023,0.105,0.0883
720,"CAGL0M07095g",1,"ChrM_C_glabrata_CBS138",720553,722070,1518,1,0.66,1,7,1,120,0.027,1458,0.96,132,37,62,0.087,0.0617,0.1033
721,"CAGL0E05874g",1,"ChrE_C_glabrata_CBS138",580567,584921,4355,5,1.15,63,8,0,230,0.025,3112,0.715,419,60,66,0.0962,0.1,0.11
722,"CAGL0M04279g",1,"ChrM_C_glabrata_CBS138",469003,471918,2916,0,0.00,0,1,3,159,0,2916,1,290,63,66,0.0995,0.105,0.11
723,"CAGL0L01991g",1,"ChrL_C_glabrata_CBS138",231723,237198,5476,6,1.10,74,5,0,234,0.023,3423,0.625,581,75,64,0.1061,0.125,0.1067
724,"CAGL0L02277g",1,"ChrL_C_glabrata_CBS138",262998,265315,2318,2,0.86,22,0,15,197,0.022,1639,0.707,218,70,40,0.094,0.1167,0.0667
725,"CAGL0F03993g",1,"ChrF_C_glabrata_CBS138",390811,392557,1747,5,2.86,290,13,4,176,0.081,1494,0.855,165,69,54,0.0944,0.115,0.09
726,"CAGL0M04081g",1,"ChrM_C_glabrata_CBS138",450403,452167,1765,0,0.00,0,0,5,127,0,1765,1,177,58,69,0.1003,0.0967,0.115
727,"CAGL0K12342g",1,"ChrK_C_glabrata_CBS138",1204541,1207693,3153,30,9.51,1543,10,0,197,0.241,1391,0.441,250,65,50,0.0793,0.1083,0.0833
728,"CAGL0G03003g",1,"ChrG_C_glabrata_CBS138",275996,280093,4098,5,1.22,179,39,5,282,0.022,3044,0.743,423,49,62,0.1032,0.0817,0.1033
729,"CAGL0D00880g",1,"ChrD_C_glabrata_CBS138",102670,106667,3998,6,1.50,150,0,6,247,0.03,2660,0.665,385,68,39,0.0963,0.1133,0.065
730,"CAGL0A04037g",1,"ChrA_C_glabrata_CBS138",403801,405917,2117,10,4.72,357,4,1,248,0.095,1914,0.904,125,38,32,0.059,0.0633,0.0533
732,"CAGL0I08283g",1,"ChrI_C_glabrata_CBS138",806353,807332,980,1,1.02,5,16,92,553,0.009,911,0.93,80,78,46,0.0816,0.13,0.0767
733,"CAGL0E05896g",1,"ChrE_C_glabrata_CBS138",584305,585570,1266,5,3.95,64,0,4,232,0.085,1107,0.874,142,60,57,0.1122,0.1,0.095
734,"CAGL0M01408g",1,"ChrM_C_glabrata_CBS138",159081,162919,3839,3,0.78,23,1,5,226,0.017,3042,0.792,386,59,65,0.1005,0.0983,0.1083
735,"CAGL0I02288g",1,"ChrI_C_glabrata_CBS138",203506,205707,2202,4,1.82,176,0,4,65,0.14,2108,0.957,223,63,57,0.1013,0.105,0.095
736,"CAGL0J11286g",1,"ChrJ_C_glabrata_CBS138",1097795,1099586,1792,5,2.79,144,6,18,211,0.066,1680,0.938,152,59,36,0.0848,0.0983,0.06
737,"CAGL0H01881g",1,"ChrH_C_glabrata_CBS138",179425,180318,894,6,6.71,63,7,5,187,0.179,833,0.932,51,30,37,0.057,0.05,0.0617
738,"CAGL0K06281g",1,"ChrK_C_glabrata_CBS138",609698,610463,766,0,0.00,0,38,23,175,0,766,1,63,53,69,0.0822,0.0883,0.115
739,"CAGL0M05335g",1,"ChrM_C_glabrata_CBS138",568884,571743,2860,2,0.70,38,2,3,153,0.023,1508,0.527,246,60,46,0.086,0.1,0.0767
740,"CAGL0K12606g",1,"ChrK_C_glabrata_CBS138",1244631,1246926,2296,20,8.71,355,4,3,246,0.177,1277,0.556,251,54,56,0.1093,0.09,0.0933
741,"CAGL0L04356g",1,"ChrL_C_glabrata_CBS138",507281,512362,5082,10,1.97,429,5,12,225,0.044,3310,0.651,503,65,61,0.099,0.1083,0.1017
742,"CAGL0M05863g",1,"ChrM_C_glabrata_CBS138",617882,620493,2612,31,11.87,1221,8,0,247,0.24,1058,0.405,234,64,62,0.0896,0.1067,0.1033
743,"CAGL0K00605g",1,"ChrK_C_glabrata_CBS138",69057,70711,1655,0,0.00,0,11,9,322,0,1655,1,139,32,66,0.084,0.0533,0.11
744,"CAGL0J10758g",1,"ChrJ_C_glabrata_CBS138",1049355,1051574,2220,0,0.00,0,1,8,121,0,2220,1,211,61,67,0.095,0.1017,0.1117
745,"CAGL0I09790g",1,"ChrI_C_glabrata_CBS138",934876,936763,1888,2,1.06,68,11,7,427,0.012,1468,0.778,156,69,74,0.0826,0.115,0.1233
746,"CAGL0G08822g",1,"ChrG_C_glabrata_CBS138",838955,846682,7728,4,0.52,48,16,0,159,0.016,7236,0.936,788,60,66,0.102,0.1,0.11
747,"CAGL0J03344g",1,"ChrJ_C_glabrata_CBS138",324800,326517,1718,0,0.00,0,8,5,258,0,1718,1,156,63,53,0.0908,0.105,0.0883
748,"CAGL0G08756g",1,"ChrG_C_glabrata_CBS138",829591,834459,4869,8,1.64,301,12,2,232,0.035,3827,0.786,484,56,47,0.0994,0.0933,0.0783
749,"CAGL0D05940g",1,"ChrD_C_glabrata_CBS138",565516,567930,2415,45,18.63,4969,59,19,685,0.136,1504,0.623,166,23,52,0.0687,0.0383,0.0867
750,"CAGL0I09900g",1,"ChrI_C_glabrata_CBS138",946853,947702,850,1,1.18,16,25,11,415,0.014,709,0.834,95,87,60,0.1118,0.145,0.1
751,"CAGL0D03564g",1,"ChrD_C_glabrata_CBS138",361195,362417,1223,2,1.64,138,17,4,182,0.045,1052,0.86,122,57,63,0.0998,0.095,0.105
752,"CAGL0I01496g",1,"ChrI_C_glabrata_CBS138",120087,122698,2612,9,3.45,234,16,9,269,0.064,1015,0.389,206,39,47,0.0789,0.065,0.0783
753,"CAGL0B03487g",1,"ChrB_C_glabrata_CBS138",345154,348570,3417,8,2.34,751,21,17,561,0.021,3125,0.915,248,69,53,0.0726,0.115,0.0883
754,"CAGL0K08888g",1,"ChrK_C_glabrata_CBS138",890238,892741,2504,10,3.99,584,0,0,254,0.079,923,0.369,236,59,47,0.0942,0.0983,0.0783
755,"CAGL0L09801g",1,"ChrL_C_glabrata_CBS138",1050340,1051940,1601,7,4.37,567,5,9,308,0.071,1012,0.632,122,47,44,0.0762,0.0783,0.0733
756,"CAGL0L00781g",1,"ChrL_C_glabrata_CBS138",97447,99569,2123,1,0.47,23,28,21,276,0.009,2113,0.995,166,44,49,0.0782,0.0733,0.0817
757,"CAGL0F01595g",1,"ChrF_C_glabrata_CBS138",162452,163973,1522,11,7.23,218,5,6,383,0.094,915,0.601,149,69,52,0.0979,0.115,0.0867
758,"CAGL0I03234g",1,"ChrI_C_glabrata_CBS138",278752,279427,676,1,1.48,1,2,5,145,0.051,584,0.864,70,58,45,0.1036,0.0967,0.075
759,"CAGL0I05434g",1,"ChrI_C_glabrata_CBS138",515820,517318,1499,5,3.34,30,0,0,323,0.052,1121,0.748,158,66,43,0.1054,0.11,0.0717
760,"CAGL0I07579g",1,"ChrI_C_glabrata_CBS138",730815,732383,1569,5,3.19,69,5,15,323,0.049,1413,0.901,151,71,67,0.0962,0.1183,0.1117
761,"CAGL0J04928g",1,"ChrJ_C_glabrata_CBS138",468738,472089,3352,0,0.00,0,9,10,199,0,3352,1,301,87,64,0.0898,0.145,0.1067
762,"CAGL0K12848g",1,"ChrK_C_glabrata_CBS138",1272571,1273593,1023,1,0.98,44,33,8,235,0.021,1004,0.981,101,59,64,0.0987,0.0983,0.1067
763,"CAGL0F07843g",1,"ChrF_C_glabrata_CBS138",765696,768319,2624,4,1.52,26,0,3,106,0.072,2280,0.869,285,69,61,0.1086,0.115,0.1017
764,"CAGL0L02057g",1,"ChrL_C_glabrata_CBS138",243397,245035,1639,3,1.83,62,19,7,259,0.035,746,0.455,151,56,64,0.0921,0.0933,0.1067
765,"CAGL0G01672g",1,"ChrG_C_glabrata_CBS138",152758,154449,1692,7,4.14,47,14,0,283,0.073,1488,0.879,159,58,61,0.094,0.0967,0.1017
766,"CAGL0H01419g",1,"ChrH_C_glabrata_CBS138",138807,140786,1980,1,0.51,64,27,0,214,0.012,1941,0.98,201,50,63,0.1015,0.0833,0.105
767,"CAGL0G02805g",1,"ChrG_C_glabrata_CBS138",258347,259359,1013,0,0.00,0,7,11,349,0,1013,1,101,75,72,0.0997,0.125,0.12
768,"CAGL0L04532g",1,"ChrL_C_glabrata_CBS138",522992,526834,3843,26,6.77,915,8,4,329,0.103,2571,0.669,335,40,61,0.0872,0.0667,0.1017
769,"CAGL0K07854g",1,"ChrK_C_glabrata_CBS138",782194,782877,684,5,7.31,40,4,7,115,0.318,574,0.839,60,57,57,0.0877,0.095,0.095
770,"CAGL0K04477g",1,"ChrK_C_glabrata_CBS138",424507,425812,1306,3,2.30,21,19,6,246,0.047,972,0.744,101,50,52,0.0773,0.0833,0.0867
771,"CAGL0K05357g",1,"ChrK_C_glabrata_CBS138",525546,527505,1960,10,5.10,484,6,5,211,0.121,1330,0.679,173,42,62,0.0883,0.07,0.1033
772,"CAGL0L02365g",1,"ChrL_C_glabrata_CBS138",271153,273265,2113,17,8.05,416,2,6,200,0.201,905,0.428,207,56,66,0.098,0.0933,0.11
773,"CAGL0M03531g",1,"ChrM_C_glabrata_CBS138",397976,401237,3262,9,2.76,184,7,4,233,0.059,1762,0.54,301,53,61,0.0923,0.0883,0.1017
775,"CAGL0M03487g",1,"ChrM_C_glabrata_CBS138",395718,397847,2130,8,3.76,760,11,13,218,0.086,1329,0.624,156,36,57,0.0732,0.06,0.095
776,"CAGL0E00935g",1,"ChrE_C_glabrata_CBS138",85634,86427,794,1,1.26,6,0,0,68,0.093,733,0.923,41,45,30,0.0516,0.075,0.05
777,"CAGL0H00957g",1,"ChrH_C_glabrata_CBS138",92827,94149,1323,1,0.76,72,8,5,98,0.039,948,0.717,115,42,62,0.0869,0.07,0.1033
778,"CAGL0J08008g",1,"ChrJ_C_glabrata_CBS138",783269,784778,1510,1,0.66,1,0,0,90,0.037,891,0.59,159,78,72,0.1053,0.13,0.12
779,"CAGL0H01001g",1,"ChrH_C_glabrata_CBS138",95757,97378,1622,0,0.00,0,5,1,96,0,1622,1,141,48,50,0.0869,0.08,0.0833
780,"CAGL0A04807g",1,"ChrA_C_glabrata_CBS138",469405,472212,2808,22,7.83,365,14,13,257,0.152,924,0.329,306,66,67,0.109,0.11,0.1117
781,"CAGL0G02783g",1,"ChrG_C_glabrata_CBS138",256537,258206,1670,2,1.20,31,6,5,338,0.018,1526,0.914,195,75,57,0.1168,0.125,0.095
782,"CAGL0A02695g",1,"ChrA_C_glabrata_CBS138",288329,290467,2139,3,1.40,23,1,3,64,0.11,1788,0.836,149,40,24,0.0697,0.0667,0.04
783,"CAGL0L04862g",1,"ChrL_C_glabrata_CBS138",556828,558957,2130,0,0.00,0,35,5,183,0,2130,1,161,73,75,0.0756,0.1217,0.125
784,"CAGL0M11550g",1,"ChrM_C_glabrata_CBS138",1138457,1140534,2078,2,0.96,6,10,1,130,0.037,1132,0.545,205,54,51,0.0987,0.09,0.085
785,"CAGL0G04015g",1,"ChrG_C_glabrata_CBS138",379267,382501,3235,3,0.93,42,14,10,228,0.02,3006,0.929,255,40,67,0.0788,0.0667,0.1117
786,"CAGL0I08239g",1,"ChrI_C_glabrata_CBS138",801913,803661,1749,3,1.72,128,11,28,854,0.01,1206,0.69,165,73,69,0.0943,0.1217,0.115
787,"CAGL0G06248g",1,"ChrG_C_glabrata_CBS138",596516,597885,1370,0,0.00,0,0,8,161,0,1370,1,133,68,62,0.0971,0.1133,0.1033
788,"CAGL0H09372g",1,"ChrH_C_glabrata_CBS138",918716,920100,1385,8,5.78,254,33,18,414,0.07,1227,0.886,111,51,47,0.0801,0.085,0.0783
789,"CAGL0J02376g",1,"ChrJ_C_glabrata_CBS138",232340,234234,1895,70,36.94,21249,0,6,454,0.407,759,0.401,161,42,74,0.085,0.07,0.1233
790,"CAGL0D01650g",1,"ChrD_C_glabrata_CBS138",171910,173117,1208,0,0.00,0,2,3,156,0,1208,1,118,66,76,0.0977,0.11,0.1267
791,"CAGL0M12166g",1,"ChrM_C_glabrata_CBS138",1216674,1219176,2503,1,0.40,1,0,49,208,0.01,1464,0.585,268,62,52,0.1071,0.1033,0.0867
792,"CAGL0E01551g",1,"ChrE_C_glabrata_CBS138",147218,148097,880,1,1.14,4,19,5,177,0.032,873,0.992,54,43,42,0.0614,0.0717,0.07
793,"CAGL0M03091g",1,"ChrM_C_glabrata_CBS138",349591,352210,2620,0,0.00,0,10,1,133,0,2620,1,288,68,64,0.1099,0.1133,0.1067
794,"CAGL0G10043g",1,"ChrG_C_glabrata_CBS138",960602,962620,2019,13,6.44,290,2,3,270,0.119,1071,0.53,222,68,71,0.11,0.1133,0.1183
795,"CAGL0I07975g",1,"ChrI_C_glabrata_CBS138",778329,780734,2406,65,27.02,3403,11,2,510,0.265,915,0.38,244,63,66,0.1014,0.105,0.11
796,"CAGL0G04367g",1,"ChrG_C_glabrata_CBS138",411250,413564,2315,2,0.86,21,3,3,167,0.026,1911,0.825,221,68,48,0.0955,0.1133,0.08
797,"CAGL0G07909g",1,"ChrG_C_glabrata_CBS138",749245,750381,1137,1,0.88,67,6,1,106,0.041,973,0.856,118,68,46,0.1038,0.1133,0.0767
798,"CAGL0L05368g",1,"ChrL_C_glabrata_CBS138",593413,595768,2356,4,1.70,386,0,2,301,0.028,1371,0.582,224,55,54,0.0951,0.0917,0.09
799,"CAGL0A04059g",1,"ChrA_C_glabrata_CBS138",406047,407979,1933,20,10.35,760,1,3,272,0.19,1460,0.755,126,30,34,0.0652,0.05,0.0567
800,"CAGL0D03498g",1,"ChrD_C_glabrata_CBS138",356928,357727,800,3,3.75,89,17,2,217,0.086,734,0.918,60,49,44,0.075,0.0817,0.0733
801,"CAGL0E05390g",1,"ChrE_C_glabrata_CBS138",524399,527929,3531,4,1.13,16,4,5,130,0.044,3188,0.903,319,67,57,0.0903,0.1117,0.095
802,"CAGL0H07007g",1,"ChrH_C_glabrata_CBS138",694444,696236,1793,41,22.87,2012,2,6,174,0.657,921,0.514,149,65,63,0.0831,0.1083,0.105
803,"CAGL0H02409g",1,"ChrH_C_glabrata_CBS138",215862,216568,707,0,0.00,0,2,11,169,0,707,1,71,69,57,0.1004,0.115,0.095
804,"CAGL0K12100g",1,"ChrK_C_glabrata_CBS138",1184171,1185537,1367,3,2.19,28,19,4,120,0.091,1017,0.744,115,50,63,0.0841,0.0833,0.105
805,"CAGL0K11726g",1,"ChrK_C_glabrata_CBS138",1128347,1130203,1857,2,1.08,150,4,15,159,0.034,1496,0.806,157,55,33,0.0845,0.0917,0.055
806,"CAGL0M11616g",1,"ChrM_C_glabrata_CBS138",1143035,1157784,14750,1,0.07,1,35,11,496,0.001,14338,0.972,1509,69,65,0.1023,0.115,0.1083
807,"CAGL0K05533g",1,"ChrK_C_glabrata_CBS138",542420,543201,782,1,1.28,4,4,1,76,0.084,716,0.916,78,60,58,0.0997,0.1,0.0967
808,"CAGL0A00407g",1,"ChrA_C_glabrata_CBS138",40758,42735,1978,17,8.59,391,17,11,559,0.077,1155,0.584,211,61,52,0.1067,0.1017,0.0867
809,"CAGL0A00847g",1,"ChrA_C_glabrata_CBS138",86383,87887,1505,33,21.93,1598,12,8,449,0.244,611,0.406,172,53,67,0.1143,0.0883,0.1117
810,"CAGL0J09350g",1,"ChrJ_C_glabrata_CBS138",921974,924624,2651,4,1.51,132,7,5,243,0.031,2485,0.937,205,50,52,0.0773,0.0833,0.0867
811,"CAGL0L06908g",1,"ChrL_C_glabrata_CBS138",779209,781177,1969,11,5.59,194,15,27,228,0.123,1447,0.735,187,56,47,0.095,0.0933,0.0783
812,"CAGL0I00594g",1,"ChrI_C_glabrata_CBS138",44667,45875,1209,6,4.96,244,6,14,307,0.081,840,0.695,100,68,64,0.0827,0.1133,0.1067
813,"CAGL0A04719g",1,"ChrA_C_glabrata_CBS138",462658,463717,1060,2,1.89,29,4,10,313,0.03,960,0.906,95,64,65,0.0896,0.1067,0.1083
814,"CAGL0J08932g",1,"ChrJ_C_glabrata_CBS138",881005,882134,1130,1,0.88,5,0,3,94,0.047,1097,0.971,117,54,65,0.1035,0.09,0.1083
815,"CAGL0J01067g",1,"ChrJ_C_glabrata_CBS138",103530,104904,1375,3,2.18,32,1,4,140,0.078,1047,0.761,150,52,44,0.1091,0.0867,0.0733
816,"CAGL0G03113g",1,"ChrG_C_glabrata_CBS138",289480,290594,1115,1,0.90,8,0,2,213,0.021,983,0.882,121,64,57,0.1085,0.1067,0.095
818,"CAGL0K03795g",1,"ChrK_C_glabrata_CBS138",350295,354356,4062,5,1.23,286,4,2,234,0.026,2878,0.709,399,50,71,0.0982,0.0833,0.1183
819,"CAGL0M09559g",1,"ChrM_C_glabrata_CBS138",947435,950004,2570,3,1.17,11,5,10,255,0.023,1959,0.762,255,58,77,0.0992,0.0967,0.1283
820,"CAGL0M11506g",1,"ChrM_C_glabrata_CBS138",1136144,1137386,1243,1,0.80,2,10,10,182,0.022,1179,0.949,111,55,65,0.0893,0.0917,0.1083
821,"CAGL0K11374g",1,"ChrK_C_glabrata_CBS138",1101126,1103862,2737,1,0.37,3,2,3,251,0.007,2712,0.991,251,56,67,0.0917,0.0933,0.1117
822,"CAGL0D05588g",1,"ChrD_C_glabrata_CBS138",533205,534787,1583,10,6.32,233,28,17,624,0.051,1342,0.848,153,65,70,0.0967,0.1083,0.1167
823,"CAGL0L01925g",1,"ChrL_C_glabrata_CBS138",225318,227616,2299,2,0.87,29,16,15,151,0.029,2136,0.929,221,37,64,0.0961,0.0617,0.1067
824,"CAGL0G08041g",1,"ChrG_C_glabrata_CBS138",758699,763079,4381,89,20.31,5462,12,7,185,0.549,1427,0.326,371,40,48,0.0847,0.0667,0.08
825,"CAGL0G06974g",1,"ChrG_C_glabrata_CBS138",666279,666740,462,0,0.00,0,13,2,111,0,462,1,32,48,57,0.0693,0.08,0.095
826,"CAGL0J05610g",1,"ChrJ_C_glabrata_CBS138",534141,538738,4598,6,1.30,116,9,7,76,0.086,3212,0.699,466,70,68,0.1013,0.1167,0.1133
827,"CAGL0K06215g",1,"ChrK_C_glabrata_CBS138",603050,605006,1957,3,1.53,273,0,17,248,0.031,1690,0.864,224,59,61,0.1145,0.0983,0.1017
828,"CAGL0L12672g",1,"ChrL_C_glabrata_CBS138",1361881,1364113,2233,1,0.45,2,6,3,144,0.016,1603,0.718,202,57,41,0.0905,0.095,0.0683
829,"CAGL0J02442g",1,"ChrJ_C_glabrata_CBS138",236368,237967,1600,1,0.63,3,5,9,339,0.009,1551,0.969,122,67,43,0.0762,0.1117,0.0717
831,"CAGL0L10021g",1,"ChrL_C_glabrata_CBS138",1074779,1077830,3052,30,9.83,917,4,6,309,0.159,1672,0.548,322,45,81,0.1055,0.075,0.135
